IES,TIPO DE IES,TIPO DE GESTION,DEPARTAMENTO/REGION,SEDE (DISTRITO),PROGRAMA ACADEMICO,MODALIDAD
2622,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,COMAS,INGENIERIA EN CIENCIAS DE DATOS
2623,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,COMAS,INGENIERIA EN INTELIGENCIA ARTIFICIAL Y ROBOTICA
2624,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,COMAS,INGENIERIA INDUSTRIAL
2625,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,COMAS,MEDICINA HUMANA
2626,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,COMAS,PSICOLOGIA
2627,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,JESUS MARIA,ENFERMERIA
2628,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,JESUS MARIA,OBSTETRICIA
2629,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,ARQUITECTURA
2630,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,CIENCIAS AERONAUTICAS
2631,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,DERECHO
2632,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA CIVIL
2633,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA DE COMPUTACION Y SISTEMAS
2634,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA EN CIBERSEGURIDAD Y ANALISIS FORENSE DIGITAL
2635,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA EN CIENCIAS DE DATOS
2636,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA EN INTELIGENCIA ARTIFICIAL Y ROBOTICA
2637,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,INGENIERIA INDUSTRIAL
2638,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,LA MOLINA,MEDICINA HUMANA
2639,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,ADMINISTRACION
2640,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,ADMINISTRACION DE NEGOCIOS INTERNACIONALES
2641,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,CONTABILIDAD Y FINANZAS
2642,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,ECONOMIA
2643,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,GESTION DE RECURSOS HUMANOS
2644,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,MARKETING
2645,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SANTA ANITA,ODONTOLOGIA
2646,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SURQUILLO,CIENCIAS DE LA COMUNICACION
2647,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SURQUILLO,PSICOLOGIA
2648,UNIVERSIDAD DE SAN MARTIN DE PORRES,UNIVERSIDAD,PRIVADA,LIMA,SURQUILLO,TURISMO Y HOTELERIA
2649,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ADMINISTRACION
2650,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ADMINISTRACION CON MENCION EN DIRECCION DE EMPRESAS
2651,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ADMINISTRACION Y FINANZAS
2652,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ADMINISTRACION Y MARKETING
2653,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ADMINISTRACION Y NEGOCIOS INTERNACIONALES
2654,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,COMUNICACION EMPRESARIAL Y MARKETING DIGITAL
2655,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,CONTABILIDAD
2656,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,CONTABILIDAD Y FINANZAS
2657,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,DERECHO
2658,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,DERECHO
2659,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,DERECHO CORPORATIVO
2660,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ECONOMIA
2661,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ECONOMIA Y FINANZAS
2662,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,ECONOMIA Y NEGOCIOS INTERNACIONALES
2663,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA AMBIENTAL
2664,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA DE SISTEMAS
2665,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA DE SOFTWARE
2666,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA DE TECNOLOGIAS DE INFORMACION Y SISTEMAS
2667,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA EN CIENCIA DE DATOS
2668,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA EN INTELIGENCIA ARTIFICIAL
2669,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL
2670,UNIVERSIDAD ESAN,UNIVERSIDAD,PRIVADA,LIMA,SANTIAGO DE SURCO,INGENIERIA INDUSTRIAL Y COMERCIAL
